supplier_code	Price1_USD	Price5_USD	Price2_USD	Price4_USD	Price3_USD	Smiles	MDLN	Chemical_Name	CAS_RN	Link	Purity	Quantity4	Quantity5	Quantity1	Quantity2	Quantity3
SPC-t301	400	 	1175	3186	1957	CC(C)(C)OC(N(CC1)CCC1(CN)c1ccccc1)=O	MFCD07779083	tert-butyl 4-(aminomethyl)-4-phenylpiperidine-1-carboxylate	158144-82-2	http://spirochem.com/tert-butyl-4-aminomethyl-4-phenylpiperidine-1-carboxylate.html	95	25G		1G	5G	10G
SPC-t302	160	2375	317	792	528	CC(C)(C)OC(N(CC1)CCC1C1CNC1)=O		tert-butyl 4-(azetidin-3-yl)piperidine-1-carboxylate	1314703-47-3	http://spirochem.com/tert-butyl-4-azetidin-3-yl-piperidine-1-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t303	332	 	661	1622	1102	CC(C)(C)OC(N(CC1)CCN1[C@@H](CCCC1)[C@@H]1N)=O		tert-butyl 4-[cis-2-aminocyclohexyl]piperazine-1-carboxylate	2177263-19-1	http://spirochem.com/tert-butyl-4-cis-2-aminocyclohexyl-piperazine-1-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-t304	320	2661	514	1003	775	CC(C)(C)OC(N(CC1)CCC1(c1ccccc1)N)=O	MFCD22681611	tert-butyl 4-amino-4-phenylpiperidine-1-carboxylate	1211581-86-0	http://spirochem.com/tert-butyl-4-amino-4-phenylpiperidine-1-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t306	536	 	1566	 	2615	CC(C)(C)OC(N(CC1)CCC1(C#C)F)=O	NA	tert-butyl 4-ethynyl-4-fluoropiperidine-1-carboxylate	191327-86-3	http://spirochem.com/tert-butyl-4-ethynyl-4-fluoropiperidine-1-carboxylate.html	95			1G	5G	10G
SPC-t307	547	 	1655	 	2772	CC(C)(C)OC(N(CCC(C1)=O)[C@@H]1C(F)(F)F)=O	NA	tert-butyl 4-oxo-2-(trifluoromethyl)piperidine-1-carboxylate	1245648-32-1	http://spirochem.com/tert-butyl-4-oxo-2-trifluoromethyl-piperidine-1-carboxylate.html	95			1G	5G	10G
SPC-t308	274	 	548	1366	911	CC(C)(C)OC(N(CC1CC2)C1C2=O)=O	MFCD27987357	tert-butyl 4-oxo-6-azabicyclo[3.2.0]heptane-6-carboxylate	1523618-31-6	http://spirochem.com/tert-butyl-4-oxo-6-azabicyclo-3-2-0-heptane-6-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-t309	342	 	1025	 	1677	CC(C)(C)OC(n(cc1)c2c1cc(CCl)cc2)=O	MFCD13183425	tert-butyl 5-(chloromethyl)-1H-indole-1-carboxylate	561307-62-8	http://spirochem.com/tert-butyl-5-chloromethyl-1h-indole-1-carboxylate.html	95			1G	5G	10G
SPC-t310	190	2820	377	940	627	CC(C)(C)OC(N(CC1CC2)C2CC1N)=O	NA	tert-butyl 5-amino-2-azabicyclo[2.2.2]octane-2-carboxylate	1638759-74-6	http://spirochem.com/tert-butyl-5-amino-2-azabicyclo-2-2-2-octane-2-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t311	155	2315	309	772	515	CC(C)(C)OC(N(CC1)C(C2)C2C1=O)=O		tert-butyl 5-oxo-2-azabicyclo[4.1.0]heptane-2-carboxylate	1557347-37-1	http://spirochem.com/tert-butyl-5-oxo-2-azabicyclo-4-1-0-heptane-2-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t312	388	 	581	 	1214	CC(C)(C)OC(=O)N1CC2C(O)C2C1		tert-butyl 6-hydroxy-3-azabicyclo[3.1.0]hexane-3-carboxylate	1540700-97-7	http://spirochem.com/tert-butyl-6-hydroxy-3-azabicyclo-3-1-0-hexane-3-carboxylate.html	95			0.1G	0.25G	1G
SPC-t313	456	6707	912	2236	1492	CC(C)(C)OC(N(CCC1)C1(CC1)CC1O)=O		tert-butyl 7-hydroxy-1-azaspiro[4.4]nonane-1-carboxylate	1823268-34-3	http://spirochem.com/tert-butyl-7-hydroxy-1-azaspiro-4-4-nonane-1-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t314	120	1781	238	594	396	CC(C)(C)OC(N(CC1CC2)C2C1O)=O	MFCD18792130	tert-butyl 7-hydroxy-2-azabicyclo[2.2.1]heptane-2-carboxylate	1221818-31-0	http://spirochem.com/tert-butyl-7-hydroxy-2-azabicyclo-2-2-1-heptane-2-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t315	228	3354	456	1139	760	CC(C)(C)OC(NC(CC1)C1N)=O		tert-butyl N-(2-aminocyclobutyl)carbamate	1378864-01-7	http://spirochem.com/tert-butyl-n-2-aminocyclobutyl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t319	150	2181	298	741	495	CC(C)(C)OC(N[C@@H](C1)COCC1=O)=O		tert-butyl N-(5-oxooxan-3-yl)carbamate	1638767-05-1	http://spirochem.com/tert-butyl-n-5-oxooxan-3-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t320	154	 	462	 	 	CC(C)(C)OC(NC[C@@H]1OCCNC1)=O	MFCD06808588	tert-butyl N-(morpholin-2-ylmethyl)carbamate	173341-02-1	http://spirochem.com/tert-butyl-n-morpholin-2-ylmethyl-carbamate.html	95			1G	5G	
SPC-t321	293	4115	583	1432	972	CC(C)(C)OC(NCC(C1)CC11CNC1)=O		tert-butyl N-({2-azaspiro[3.3]heptan-6-yl}methyl)carbamate	1440962-11-7	http://spirochem.com/tert-butyl-n-2-azaspiro-3-3-heptan-6-yl-methyl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t322	228	3421	683	2012	1162	CC(C)(C)OC(NC[C@]1(C)CN(Cc2ccccc2)CC1)=O		tert-butyl N-[(1-benzyl-3-methylpyrrolidin-3-yl)methyl]carbamate	872716-54-6	http://spirochem.com/tert-butyl-n-1-benzyl-3-methylpyrrolidin-3-yl-methyl-carbamate.html	95	25G	50G	1G	5G	10G
SPC-t324	173	4019	275	2479	826	COC1(CNC(=O)OC(C)(C)C)CNC1	MFCD23106149	tert-butyl N-[(3-methoxyazetidin-3-yl)methyl]carbamate	1392803-97-2	http://spirochem.com/tert-butyl-n-3-methoxyazetidin-3-yl-methyl-carbamate.html	95	5G	10G	0.1G	0.25G	1G
SPC-t325	120	1781	238	594	396	CC(C)(C)OC(NCC1(CNC1)OC)=O.Cl		tert-butyl N-[(3-methoxyazetidin-3-yl)methyl]carbamate hydrochloride	2173991-92-7	http://spirochem.com/tert-butyl-n-3-methoxyazetidin-3-yl-methyl-carbamate-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t326	342	5030	1025	3018	1712	CC(C)(C)OC(NC[C@]1(C)CNCC1)=O.Cl		tert-butyl N-[(3-methylpyrrolidin-3-yl)methyl]carbamate hydrochloride	2173992-06-6	http://spirochem.com/tert-butyl-n-3-methylpyrrolidin-3-yl-methyl-carbamate-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-t328	45	477	132	390	223	CC(C)(C)OC(NC[C@@H]1CNCC1)=O.Cl	MFCD11101352	tert-butyl N-[(pyrrolidin-3-yl)methyl]carbamate hydrochloride	1188263-69-5	http://spirochem.com/tert-butyl-n-pyrrolidin-3-yl-methyl-carbamate-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-t332	124	1979	248	619	413	CC(C)(C)OC(NC1(CO)CNC1)=O.Cl		tert-butyl N-[3-(hydroxymethyl)azetidin-3-yl]carbamate hydrochloride	2173991-87-0	http://spirochem.com/tert-butyl-n-3-hydroxymethyl-azetidin-3-yl-carbamate-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t333	514	 	1511	 	2566	CC(C)(C)OC(N[C@]1(CO)CNCC1)=O.Cl		tert-butyl N-[3-(hydroxymethyl)pyrrolidin-3-yl]carbamate hydrochloride	2173991-66-5	http://spirochem.com/tert-butyl-n-3-hydroxymethyl-pyrrolidin-3-yl-carbamate-hydrochloride.html	95			1G	5G	10G
SPC-t335	208	3018	417	1039	693	C[C@H]1NC[C@@H]1NC(OC(C)(C)C)=O		tert-butyl N-[trans-2-methylazetidin-3-yl]carbamate	2092453-43-3	http://spirochem.com/tert-butyl-n-trans-2-methylazetidin-3-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t336	132	2770	297	1583	890	C[C@H]1NC[C@@H]1NC(OC(C)(C)C)=O.Cl		tert-butyl N-[trans-2-methylazetidin-3-yl]carbamate hydrochloride	2173637-08-4	http://spirochem.com/tert-butyl-n-trans-2-methylazetidin-3-yl-carbamate-hydrochloride.html	95	10G	25G	0.25G	1G	5G
SPC-t337	207	3018	412	1025	683	CC(C)(C)OC(N[C@@H](CNC1)[C@H]1C(F)(F)F)=O		tert-butyl N-[trans-4-(trifluoromethyl)pyrrolidin-3-yl]carbamate	168544-95-4	http://spirochem.com/tert-butyl-n-trans-4-trifluoromethyl-pyrrolidin-3-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t339	211	 	419	1049	699	C[C@@H](CC1)NC[C@H]1NC(OC(C)(C)C)=O	MFCD26793733	tert-butyl N-[trans-6-methylpiperidin-3-yl]carbamate	1222491-53-3	http://spirochem.com/tert-butyl-n-trans-6-methylpiperidin-3-yl-carbamate.html	95	1G		0.1G	0.25G	0.5G
SPC-t340	316	4471	525	1543	1049	CC(C)(C)OC(N[C@@H](CC1)C11CNC1)=O	MFCD19687813	tert-butyl N-{2-azaspiro[3.3]heptan-5-yl}carbamate	1352546-72-5	http://spirochem.com/tert-butyl-n-2-azaspiro-3-3-heptan-5-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t342	194	2829	388	969	647	CC(C)(C)OC(NC1CCC2(CNCC2)CC1)=O	MFCD22033487	tert-butyl N-{2-azaspiro[4.5]decan-8-yl}carbamate	1341038-05-8	http://spirochem.com/tert-butyl-n-2-azaspiro-4-5-decan-8-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t343	208	 	417	1039	693	CC(C)(C)OC(NC(C(CC1)C2)C1CC2=C)=O		tert-butyl N-{3-methylidenebicyclo[3.2.1]octan-8-yl}carbamate	2168116-64-9	http://spirochem.com/tert-butyl-n-3-methylidenebicyclo-3-2-1-octan-8-yl-carbamate.html	95	1G		0.1G	0.25G	0.5G
SPC-t344	375	2805	561	935	749	CC(C)(C)OC(NC(CC1)(CC2)CCC12O)=O	MFCD28403233	tert-butyl N-{4-hydroxybicyclo[2.2.2]octan-1-yl}carbamate	1252672-84-6	http://spirochem.com/tert-butyl-n-4-hydroxybicyclo-2-2-2-octan-1-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t346	259	3463	517	1237	825	CC(C)(C)OC(NC1C(CC2)NC2C1)=O		tert-butyl N-{7-azabicyclo[2.2.1]heptan-2-yl}carbamate	1823327-72-5	http://spirochem.com/tert-butyl-n-7-azabicyclo-2-2-1-heptan-2-yl-carbamate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t347	184	2683	366	912	609	CC(C)(C)OC(N[C@@H](CC1)C11CCNCC1)=O.Cl		tert-butyl N-{7-azaspiro[3.5]nonan-1-yl}carbamate hydrochloride	2173992-35-1	http://spirochem.com/tert-butyl-n-7-azaspiro-3-5-nonan-1-yl-carbamate-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t348	218	4008	693	2336	1208	CC(C)(C)OC(NC[C@H]1NCC1)=O.Cl		tert-butyl N-{[(2S)-azetidin-2-yl]methyl}carbamate hydrochloride	2126088-17-1	http://spirochem.com/tert-butyl-n-2s-azetidin-2-yl-methyl-carbamate-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-t349	176	 	396	 	1267	C[C@@H]([C@H](C1)N)N1C(OC(C)(C)C)=O		tert-butyl cis-3-amino-2-methylazetidine-1-carboxylate	2007920-54-7	http://spirochem.com/tert-butyl-cis-3-amino-2-methylazetidine-1-carboxylate.html	95			0.25G	1G	5G
SPC-t351	172	2795	514	1677	855	C[C@H](C[C@@H](CC1)O)N1C(OC(C)(C)C)=O		tert-butyl cis-4-hydroxy-2-methylpiperidine-1-carboxylate	152491-42-4	http://spirochem.com/tert-butyl-cis-4-hydroxy-2-methylpiperidine-1-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-t357	342	 	514	2348	1511	CC(C)(C)OC(N(C[C@H]1CN)C[C@H]1O)=O	MFCD23381621	tert-butyl trans-3-(aminomethyl)-4-hydroxypyrrolidine-1-carboxylate	872715-62-3	http://spirochem.com/tert-butyl-trans-3-aminomethyl-4-hydroxypyrrolidine-1-carboxylate.html	95	10G		0.5G	1G	5G
SPC-t360	47	 	70	 	126	CC(C)(C)[Si](C)(C)OS(C(F)(F)F)(=O)=O	MFCD00000405	tert-butyldimethylsilyl trifluoromethanesulfonate	69739-34-0	http://spirochem.com/tert-butyldimethylsilyl-trifluoromethanesulfonate.html	95			50G	100G	250G
SPC-t361	204	 	603	 	1117	OC1CSC1	MFCD11848695	thietan-3-ol	10304-16-2	http://spirochem.com/thietan-3-ol.html	95			1G	5G	10G
SPC-t364	400	4862	570	2516	1677	N[C@H](CCC1)[C@@H]1F.Cl		trans-2-fluorocyclopentan-1-amine hydrochloride	2125943-82-8	http://spirochem.com/trans-2-fluorocyclopentan-1-amine-hydrochloride.html	95	10G	25G	0.5G	1G	5G
SPC-t365	93	 	273	844	479	OC([C@H](C1)[C@@H]1F)=O	MFCD11499062	trans-2-fluorocyclopropanecarboxylic acid	130340-04-4	http://spirochem.com/trans-2-fluorocyclopropanecarboxylic-acid.html	95	25G		1G	5G	10G
SPC-t366	315	4751	628	2795	941	C[C@H](C1)[C@@H]1C(O)=O	NA	trans-2-methylcyclopropanecarboxylic acid	6202-94-4	http://spirochem.com/trans-2-methylcyclopropanecarboxylic-acid.html	95	5G	10G	0.25G	0.5G	1G
SPC-t367	194	 	388	969	647	O[C@H](CC1)C[C@@H]1OCc1ccccc1		trans-3-(benzyloxy)cyclopentan-1-ol	1052100-73-8	http://spirochem.com/trans-3-benzyloxy-cyclopentan-1-ol.html	95	1G		0.1G	0.25G	0.5G
SPC-t368	184	2683	366	912	609	CC(C)(C)OC(NC[C@H](C1)C[C@@H]1C(O)=O)=O		trans-3-(boc-aminomethyl)cyclobutanecarboxylic acid	1638772-03-8	http://spirochem.com/trans-3-boc-aminomethyl-cyclobutanecarboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t369	161	2370	320	798	532	CC(C)(C)OC(NC[C@H](C1)C[C@@H]1N)=O	MFCD22396953	trans-3-(boc-aminomethyl)cyclobutylamine	1363380-57-7	http://spirochem.com/trans-3-boc-aminomethyl-cyclobutylamine.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t371	514	 	683	2516	855	N[C@H](C1)C[C@@H]1C#N.Cl		trans-3-aminocyclobutanecarbonitrile hydrochloride	1638764-93-8	http://spirochem.com/trans-3-aminocyclobutanecarbonitrile-hydrochloride.html	95	5G		0.25G	0.5G	1G
SPC-t376	366	 	1093	 	1789	OC[C@@H](CCNC1)[C@H]1O.Cl		trans-4-(hydroxymethyl)piperidin-3-ol hydrochloride	955028-06-5	http://spirochem.com/trans-4-hydroxymethyl-piperidin-3-ol-hydrochloride.html	95			1G	5G	10G
SPC-t381	47	377	70	207	114	CC(C)(C)OC(N1[C@@H](B(O)O)CCC1)=O	MFCD02183523	{1-[(tert-butoxy)carbonyl]pyrrolidin-2-yl}boronic acid	149682-75-7	http://spirochem.com/1-tert-butoxy-carbonyl-pyrrolidin-2-yl-boronic-acid.html	95	50G	100G	5G	10G	25G
SPC-t382	58	594	104	320	184	CC(C)(C)OC(c1cc(B(O)O)ccc1)=O	NA	{3-[(tert-butoxy)carbonyl]phenyl}boronic acid	220210-56-0	http://spirochem.com/3-tert-butoxy-carbonyl-phenyl-boronic-acid.html	95	100G	250G	10G	25G	50G
SPC-t384	93	888	161	502	287	CC(C)(C)OC(c1ccc(B(O)O)cc1)=O	MFCD03411946	{4-[(tert-butoxy)carbonyl]phenyl}boronic acid	850568-54-6	http://spirochem.com/4-tert-butoxy-carbonyl-phenyl-boronic-acid.html	95	50G	100G	5G	10G	25G
SPC-t385	252	 	 	 	 	Clc(nc1)cc2c1c(Br)c[nH]2	MFCD09749982	3-bromo-6-chloro-1H-pyrrolo[3,2-c]pyridine	1000341-61-6	http://spirochem.com/3-bromo-6-chloro-1h-pyrrolo-3-2-c-pyridine.html	95			1G		
SPC-t386	172	 	342	855	570	Clc(nc1)c(cc[nH]2)c2c1Br	MFCD09750003	7-bromo-4-chloro-1H-pyrrolo[3,2-c]pyridine	1000342-04-0	http://spirochem.com/7-bromo-4-chloro-1h-pyrrolo-3-2-c-pyridine.html	95	1G		0.1G	0.25G	0.5G
SPC-t388	388	 	1162	 	 	CC(C)(C)OC(N(CC(C)(C)C1)[C@@H]1C(O)=O)=O	MFCD11040193	(2S)-1-[(tert-butoxy)carbonyl]-4,4-dimethylpyrrolidine-2-carboxylic acid	1001353-87-2	http://spirochem.com/2s-1-tert-butoxy-carbonyl-4-4-dimethylpyrrolidine-2-carboxylic-acid.html	95			1G	5G	
SPC-t389	150	2181	435	1411	719	NCc1nccc(Br)c1.Cl.Cl	MFCD21604272	1-(4-bromopyridin-2-yl)methanamine dihydrochloride	1001414-95-4	http://spirochem.com/1-4-bromopyridin-2-yl-methanamine-dihydrochloride.html	95	25G	50G	1G	5G	10G
SPC-t390	228	 	 	 	 	CC(C)(C)OC(N1C[C@H](CBr)CCC1)=O	MFCD11111932	tert-butyl (3R)-3-(bromomethyl)piperidine-1-carboxylate	1002359-91-2	http://spirochem.com/tert-butyl-3r-3-bromomethyl-piperidine-1-carboxylate.html	95			1G		
SPC-t391	114	 	228	570	380	CCOC(c1nn(cc(cn2)Cl)c2c1)=O	MFCD11616110	ethyl 6-chloropyrazolo[1,5-a]pyrimidine-2-carboxylate	1005209-44-8	http://spirochem.com/ethyl-6-chloropyrazolo-1-5-a-pyrimidine-2-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-t392	47	 	139	 	228	C(C1)CN[C@@H]1c1ccccc1	MFCD01631835	2-phenylpyrrolidine	1006-64-0	http://spirochem.com/2-phenylpyrrolidine.html	95			1G	5G	10G
SPC-t393	514	 	 	 	 	O=C(CC1)[C@@H]2[C@H]1CN(Cc1ccccc1)C2	MFCD27952939	cis-2-benzyl-1,3,3a,5,6,6a-hexahydrocyclopenta[c]pyrrol-4-one	101046-32-6	http://spirochem.com/cis-2-benzylhexahydrocyclopenta-c-pyrrol-4-1h-one.html	95			1G		
SPC-t394	204	 	296	1867	622	CC(C)(C)OC(=O)N1CC2CNC2C1	MFCD09991607	tert-butyl 3,6-diazabicyclo[3.2.0]heptane-3-carboxylate	1017789-34-2	http://spirochem.com/tert-butyl-3-6-diazabicyclo-3-2-0-heptane-3-carboxylate.html	95	5G		0.1G	0.25G	1G
SPC-t395	252	 	753	2214	1298	CC(C)(C)OC(N1[C@H](CO)CNCC1)=O	MFCD07772093	tert-butyl (2S)-2-(hydroxymethyl)piperazine-1-carboxylate	1030377-21-9	http://spirochem.com/tert-butyl-2s-2-hydroxymethyl-piperazine-1-carboxylate.html	95	25G		1G	5G	10G
SPC-t397	194	2851	388	969	647	CC(C)(C)OC(N[C@H](CNC1)[C@H]1F)=O	MFCD24368650	tert-butyl N-[(3R,4S)-4-fluoropyrrolidin-3-yl]carbamate	1033718-91-0	http://spirochem.com/carbamic-acid-n-3r-4s-4-fluoro-3-pyrrolidinyl-1-1-dimethylethyl-ester.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t398	42	640	114	366	207	N#Cc1cc(Br)ncc1	MFCD11845426	2-bromopyridine-4-carbonitrile	10386-27-3	http://spirochem.com/2-bromopyridine-4-carbonitrile.html	95	25G	50G	1G	5G	10G
SPC-t399	514	 	1511	 	2337	COC(c1c(cccc2)n2c(C=O)n1)=O	MFCD15144578	methyl 3-formylimidazo[1,5-a]pyridine-1-carboxylate	1039356-95-0	http://spirochem.com/methyl-3-formylimidazo-1-5-a-pyridine-1-carboxylate.html	95			1G	5G	10G
SPC-t400	342	 	 	 	 	COC(c(nc1)c2n1cccc2)=O	MFCD15144579	methyl imidazo[1,5-a]pyridine-1-carboxylate	1039356-98-3	http://spirochem.com/methyl-imidazo-1-5-a-pyridine-1-carboxylate.html	95			1G		
SPC-t401	377	 	1128	3689	1846	N#CC1=CCOCC1	MFCD20040386	3,6-dihydro-2h-pyran-4-carbonitrile	105772-13-2	http://spirochem.com/3-6-dihydro-2h-pyran-4-carbonitrile.html	95	25G		1G	5G	10G
SPC-t403	70	1128	207	640	366	C#Cc(cc1)ccc1C(O)=O	MFCD00168819	4-ethynylbenzoic acid	10602-00-3	http://spirochem.com/4-ethynylbenzoic-acid.html	95	25G	50G	1G	5G	10G
SPC-t405	53	 	87	 	172	C[C@H](CO)NC(OC(C)(C)C)=O	MFCD00235912	tert-butyl N-[(1R)-2-hydroxy-1-methyl-ethyl]carbamate	106391-86-0	http://spirochem.com/tert-butyl-n-1-hydroxypropan-2-yl-carbamate.html	95			50G	100G	250G
SPC-t406	53	 	87	 	 	Nc(cc1)ncc1Cl	MFCD00006324	2-amino-5-chloropyridine	1072-98-6	http://spirochem.com/2-amino-5-chloropyridine.html	95			100G	250G	
SPC-t407	194	 	388	969	647	C[C@@H](CNC1)[C@H]1NC(OC(C)(C)C)=O	MFCD11845473	tert-butyl N-[trans-4-methylpyrrolidin-3-yl]carbamate	107610-73-1	http://spirochem.com/tert-butyl-n-trans-4-methylpyrrolidin-3-yl-carbamate.html	95	1G		0.1G	0.25G	0.5G
SPC-t408	155	2281	310	775	517	CNCc1cn(C)cn1	MFCD19227577	methyl[(1-methyl-1H-imidazol-4-yl)methyl]amine	1083246-52-9	http://spirochem.com/methyl-1-methyl-1h-imidazol-4-yl-methyl-amine.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t409	218	2516	514	1677	855	Cn1c2cc(Br)cnc2cc1	MFCD23703531	6-bromo-1-methyl-1H-pyrrolo[3,2-b]pyridine	1086064-46-1	http://spirochem.com/6-bromo-1-methyl-1h-pyrrolo-3-2-b-pyridine.html	95	25G	50G	1G	5G	10G
SPC-t410	355	 	 	 	 	CC(C)c(s1)ncc1Br	MFCD11223413	5-bromo-2-(propan-2-yl)-1,3-thiazole	1086382-46-8	http://spirochem.com/5-bromo-2-propan-2-yl-1-3-thiazole.html	95			1G		
SPC-t411	514	 	 	 	 	OC(c1cc2n[nH]c(Cl)c2cc1)=O	MFCD11499020 	3-chloro-1H-indazole-6-carboxylic acid	1086391-21-0	http://spirochem.com/3-chloro-1h-indazole-6-carboxylic-acid.html	95			1G		
SPC-t412	161	 	320	798	532	OC(CCc1cnncc1)=O	MFCD10700177	3-(pyridazin-4-yl)propanoic acid	1092297-70-5	http://spirochem.com/3-pyridazin-4-yl-propanoic-acid.html	95	1G		0.1G	0.25G	0.5G
SPC-t413	139	 	 	 	 	Cn1ncc2cccc(C(OC)=O)c12	MFCD11109404	methyl 1-methyl-1H-indazole-7-carboxylate	1092351-84-2	http://spirochem.com/methyl-1-methyl-1h-indazole-7-carboxylate.html	95			1G		
SPC-t414	560	 	 	 	 	C[C@H](C1)C[C@H]1N.Cl	MFCD12925785	cis-3-methylcyclobutan-1-amine hydrochloride	1093951-55-3	http://spirochem.com/cis-3-methylcyclobutan-1-amine-hydrochloride.html	95			1G		
SPC-t415	150	2181	298	741	495	CCOC(c1c(N)sc(CC2)c1CN2C(OC(C)(C)C)=O)=O	MFCD23105852	5-tert-butyl 3-ethyl 2-amino-4H,5H,6H,7H-thieno[3,2-c]pyridine-3,5-dicarboxylate	1101856-88-5	http://spirochem.com/5-tert-butyl-3-ethyl-2-amino-4h-5h-6h-7h-thieno-3-2-c-pyridine-3-5-dicarboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t417	263	3857	787	2326	1163	Clc1nc([nH]cc2)c2nc1	MFCD12024539	3-chloro-5H-pyrrolo[2,3-b]pyrazine	1111638-10-8	http://spirochem.com/3-chloro-5h-pyrrolo-2-3-b-pyrazine.html	95	25G	50G	1G	5G	10G
SPC-t418	47	435	82	241	139	COC(c1cccc(CBr)c1)=O	MFCD00051437	methyl 3-(bromomethyl)benzoate	1129-28-8	http://spirochem.com/methyl-3-bromomethyl-benzoate.html	95	50G	100G	5G	10G	25G
SPC-t419	114	1532	194	514	377	Cc1cc(CC(OC)=O)n[nH]1	MFCD16620653	methyl 2-(5-methyl-1h-pyrazol-3-yl)acetate	113465-94-4	http://spirochem.com/methyl-2-5-methyl-1h-pyrazol-3-yl-acetate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t420	134	1405	228	594	412	COC(CC(C1)CC1O)=O	MFCD20134007	methyl 2-(3-hydroxycyclobutyl)acetate	1148130-13-5	http://spirochem.com/methyl-2-3-hydroxycyclobutyl-acetate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-t421	184	 	366	912	609	O=C(N(CC1)CCC11NCCCC1)OCc1ccccc1	MFCD12198511	benzyl 1,9-diazaspiro[5.5]undecane-9-carboxylate	1158750-06-1	http://spirochem.com/benzyl-1-9-diazaspiro-5-5-undecane-9-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-t422	400	 	 	 	 	Cn1nc(ccc(C#N)c2)c2c1	MFCD12028583	2-methyl-2H-indazole-5-carbonitrile	1159511-49-5	http://spirochem.com/2-methyl-2h-indazole-5-carbonitrile.html	95			1G		
SPC-t423	228	 	456	1139	760	CC(C)(C)OC(N(CCC1)[C@]11CCNCCC1)=O	MFCD12198514	tert-butyl 1,8-diazaspiro[4.6]undecane-1-carboxylate	1160246-80-9	http://spirochem.com/tert-butyl-1-8-diazaspiro-4-6-undecane-1-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-t425	182	 	361	902	602	CC(C)(C)OC(N(CC1)C[C@@]1(CN1)NCC1=O)=O	MFCD12198545	tert-butyl 8-oxo-2,6,9-triazaspiro[4.5]decane-2-carboxylate	1160247-09-5	http://spirochem.com/tert-butyl-8-oxo-2-6-9-triazaspiro-4-5-decane-2-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-t426	514	 	1511	4192	2516	CC(C)(C)OC(N(CC1)CCC1(C1)[C@H]1C#N)=O	MFCD12546363	tert-butyl 1-cyano-6-azaspiro[2.5]octane-6-carboxylate	1174006-82-6	http://spirochem.com/tert-butyl-1-cyano-6-azaspiro-2-5-octane-6-carboxylate.html	95	25G		1G	5G	10G
SPC-t427	64	1128	190	628	315	C[C@H](C#C)NC(OC(C)(C)C)=O	MFCD18831560	tert-butyl N-[(2R)-but-3-yn-2-yl]carbamate	118080-82-3	http://spirochem.com/tert-butyl-n-2r-but-3-yn-2-yl-carbamate.html	95	25G	50G	1G	5G	10G
SPC-t428	207	 	 	 	 	CC(C)n(c1ccnc(Cl)c11)nc1I	MFCD27994621	4-chloro-3-iodo-1-(propan-2-yl)-1H-pyrazolo[4,3-c]pyridine	1186647-71-1	http://spirochem.com/4-chloro-3-iodo-1-propan-2-yl-1h-pyrazolo-4-3-c-pyridine.html	95			1G		
SPC-t429	87	 	146	437	258	CC(C)(C)OC(N[C@@H]1CNCC1)=O.Cl	MFCD11101358	tert-butyl N-(pyrrolidin-3-yl)carbamate hydrochloride	1188263-72-0	http://spirochem.com/tert-butyl-n-pyrrolidin-3-yl-carbamate-hydrochloride.html	95	50G		5G	10G	25G
